Batch ID,Production Line,Units Produced,Electricity (kWh),Fuel (L),Raw Material Transportation (kg),Product Transportation (kg),Waste (kg),Packaging (kg),Electricity CO2 (kg),Fuel CO2 (kg),Raw Material Transport CO2 (kg),Product Transport CO2 (kg),Waste CO2 (kg),Packaging CO2 (kg),Total CO2 (kg),Projected Electricity CO2 (kg),Projected Fuel CO2 (kg),Projected Waste CO2 (kg),Projected Product Transport CO2 (kg),Projected Total CO2 (kg)
B0792,Line C,3414,1698.88,635.76,383.02,385.08,66.56,123.28,764.5,1703.84,68.94,61.61,73.22,43.15,2715.25,649.82,1533.45,58.57,55.45,2409.38
B0793,Line A,4091,1629.9,669.29,289.06,613.88,135.15,242.41,733.46,1793.7,52.03,98.22,148.67,84.84,2910.91,623.44,1614.33,118.93,88.4,2581.97
B0794,Line A,2647,1370.03,454.17,151.69,134.15,64.36,137.69,616.51,1217.18,27.3,21.46,70.8,48.19,2001.44,524.04,1095.46,56.64,19.32,1770.95
B0795,Line B,3869,2516.67,791.13,291.75,538.47,86.56,296.53,1132.5,2120.23,52.52,86.16,95.22,103.79,3590.4,962.63,1908.21,76.17,77.54,3180.86
B0796,Line A,1439,544.52,231.73,63.13,222.07,60.81,62.99,245.03,621.04,11.36,35.53,66.89,22.05,1001.9,208.28,558.93,53.51,31.98,886.11
B0797,Line A,1025,391.62,172.75,108.28,61.55,43.61,63.17,176.23,462.97,19.49,9.85,47.97,22.11,738.62,149.79,416.67,38.38,8.86,655.3
B0798,Line B,501,246.45,51.06,53.16,33.95,25.66,24.73,110.9,136.84,9.57,5.43,28.23,8.66,299.63,94.27,123.16,22.58,4.89,263.13
B0799,Line C,874,635.13,127.91,76.07,136.07,26.99,44.36,285.81,342.8,13.69,21.77,29.69,15.53,709.29,242.94,308.52,23.75,19.59,624.02
B0800,Line C,2840,1753.5,512.04,193.82,309.93,38.78,102.43,789.08,1372.27,34.89,49.59,42.66,35.85,2324.33,670.71,1235.04,34.13,44.63,2055.25
B0801,Line B,4505,2799.71,531.28,468.44,232.29,106.69,213.07,1259.87,1423.83,84.32,37.17,117.36,74.57,2997.12,1070.89,1281.45,93.89,33.45,2638.57
B0802,Line B,3552,1757.42,384.74,299.7,278.26,209.57,171.37,790.84,1031.1,53.95,44.52,230.53,59.98,2210.92,672.21,927.99,184.42,40.07,1938.62
B0803,Line B,2865,1683.09,355.08,303.9,285.05,114.06,178.77,757.39,951.61,54.7,45.61,125.47,62.57,1997.35,643.78,856.45,100.37,41.05,1758.92
B0804,Line B,2025,716.96,230.47,183.3,255.6,92.11,154.79,322.63,617.66,32.99,40.9,101.32,54.18,1169.68,274.24,555.89,81.06,36.81,1035.17
B0805,Line B,4976,3007.69,547.8,511.3,650.1,51.59,197.84,1353.46,1468.1,92.03,104.02,56.75,69.24,3143.61,1150.44,1321.29,45.4,93.61,2772.01
B0806,Line C,2146,1535.07,299.32,188.6,342.28,77.06,48.35,690.78,802.18,33.95,54.76,84.77,16.92,1683.36,587.16,721.96,67.81,49.29,1477.09
B0807,Line C,513,305.25,106.24,37.52,41.87,6.09,25.54,137.36,284.72,6.75,6.7,6.7,8.94,451.18,116.76,256.25,5.36,6.03,400.09
B0808,Line B,2778,1943.15,419.45,324.01,303.37,106.85,146.31,874.42,1124.13,58.32,48.54,117.54,51.21,2274.15,743.25,1011.71,94.03,43.69,2002.21
B0809,Line A,3655,2337.7,388.56,304.42,397.17,204.82,110.04,1051.96,1041.34,54.8,63.55,225.3,38.51,2475.46,894.17,937.21,180.24,57.19,2162.12
B0810,Line B,629,250.48,57.1,55.61,59.52,36.75,41.28,112.72,153.03,10.01,9.52,40.43,14.45,340.15,95.81,137.73,32.34,8.57,298.91
B0811,Line A,4314,3067.17,765.57,248.65,295.97,159.74,341.22,1380.23,2051.73,44.76,47.36,175.71,119.43,3819.21,1173.19,1846.55,140.57,42.62,3367.12
B0812,Line B,3716,1399.36,496.43,334.63,585.35,122.29,285.19,629.71,1330.43,60.23,93.66,134.52,99.82,2348.37,535.26,1197.39,107.62,84.29,2084.61
B0813,Line B,3438,1937.61,670.6,294.73,494.61,196.83,109.42,871.92,1797.21,53.05,79.14,216.51,38.3,3056.13,741.14,1617.49,173.21,71.22,2694.41
B0814,Line C,4428,1801.55,763.08,242.6,464.13,193.42,321.13,810.7,2045.05,43.67,74.26,212.76,112.4,3298.84,689.09,1840.55,170.21,66.83,2922.75
B0815,Line A,2540,900.89,486.34,113.71,295.55,33.64,158.16,405.4,1303.39,20.47,47.29,37.0,55.36,1868.91,344.59,1173.05,29.6,42.56,1665.63
B0816,Line A,527,273.41,62.22,46.56,39.52,17.54,24.89,123.03,166.75,8.38,6.32,19.29,8.71,332.49,104.58,150.07,15.44,5.69,292.87
B0817,Line C,2613,1222.93,462.32,264.16,286.95,57.52,137.02,550.32,1239.02,47.55,45.91,63.27,47.96,1994.03,467.77,1115.12,50.62,41.32,1770.34
B0818,Line C,1752,953.79,204.93,143.44,221.53,58.67,124.35,429.21,549.21,25.82,35.44,64.54,43.52,1147.74,364.82,494.29,51.63,31.9,1011.98
B0819,Line C,4856,2820.75,1026.9,282.34,517.98,159.15,237.01,1269.34,2752.09,50.82,82.88,175.07,82.95,4413.15,1078.94,2476.88,140.05,74.59,3904.23
B0820,Line C,2546,935.64,430.51,237.6,404.64,99.57,107.93,421.04,1153.77,42.77,64.74,109.53,37.78,1829.62,357.88,1038.39,87.62,58.27,1622.71
B0821,Line A,4523,1805.59,567.33,209.91,530.31,125.91,224.32,812.52,1520.44,37.78,84.85,138.5,78.51,2672.61,690.64,1368.4,110.8,76.36,2362.49
B0822,Line A,4896,2807.65,576.41,368.9,444.59,89.17,268.05,1263.44,1544.78,66.4,71.13,98.09,93.82,3137.66,1073.93,1390.3,78.47,64.02,2766.94
B0823,Line B,3874,1887.67,413.47,205.59,522.74,136.31,121.43,849.45,1108.1,37.01,83.64,149.94,42.5,2270.64,722.03,997.29,119.95,75.27,1994.05
B0824,Line B,3966,2544.86,702.97,217.17,272.67,204.29,293.7,1145.19,1883.96,39.09,43.63,224.72,102.79,3439.38,973.41,1695.56,179.78,39.26,3029.89
B0825,Line C,3581,2187.69,396.13,201.19,330.51,154.7,216.48,984.46,1061.63,36.21,52.88,170.17,75.77,2381.12,836.79,955.47,136.14,47.59,2087.97
B0826,Line C,4278,2944.3,698.78,303.47,377.17,115.16,248.11,1324.94,1872.73,54.62,60.35,126.68,86.84,3526.15,1126.19,1685.46,101.34,54.31,3108.76
B0827,Line C,1129,707.88,132.15,49.78,110.08,64.1,29.32,318.55,354.16,8.96,17.61,70.51,10.26,780.05,270.76,318.75,56.41,15.85,680.99
B0828,Line B,769,401.4,132.79,55.23,104.58,42.76,43.26,180.63,355.88,9.94,16.73,47.04,15.14,625.36,153.54,320.29,37.63,15.06,551.6
B0829,Line B,3139,1943.63,609.25,254.06,324.13,64.25,85.56,874.63,1632.79,45.73,51.86,70.68,29.95,2705.64,743.44,1469.51,56.54,46.67,2391.84
B0830,Line B,2493,1147.16,470.99,196.11,342.39,29.84,61.63,516.22,1262.25,35.3,54.78,32.82,21.57,1922.95,438.79,1136.03,26.26,49.3,1707.25
B0831,Line B,3391,1602.33,632.49,239.48,384.59,159.6,175.11,721.05,1695.07,43.11,61.53,175.56,61.29,2757.61,612.89,1525.57,140.45,55.38,2438.69
B0832,Line B,3932,2617.12,417.9,421.24,344.55,202.03,173.67,1177.7,1119.97,75.82,55.13,222.23,60.78,2711.64,1001.05,1007.97,177.79,49.62,2373.03
B0833,Line B,1780,940.85,164.43,91.89,247.59,103.94,98.48,423.38,440.67,16.54,39.61,114.33,34.47,1069.01,359.88,396.61,91.47,35.65,934.62
B0834,Line B,2860,1914.35,508.66,230.1,217.97,155.85,72.51,861.46,1363.21,41.42,34.88,171.44,25.38,2497.77,732.24,1226.89,137.15,31.39,2194.47
B0835,Line C,1075,729.89,141.44,48.34,80.28,43.03,49.3,328.45,379.06,8.7,12.84,47.33,17.26,793.64,279.18,341.15,37.87,11.56,695.72
B0836,Line C,1807,1252.3,253.93,82.57,190.63,65.96,55.09,563.54,680.53,14.86,30.5,72.56,19.28,1381.27,479.0,612.48,58.04,27.45,1211.11
B0837,Line C,3692,2645.89,311.46,317.18,290.54,42.06,292.5,1190.65,834.71,57.09,46.49,46.27,102.38,2277.58,1012.05,751.24,37.01,41.84,2001.61
B0838,Line C,3678,1921.37,427.9,313.67,187.58,82.14,197.39,864.62,1146.77,56.46,30.01,90.35,69.09,2257.3,734.92,1032.09,72.28,27.01,1991.85
B0839,Line B,3234,1544.39,273.97,356.52,392.33,106.66,198.07,694.98,734.24,64.17,62.77,117.33,69.32,1742.81,590.73,660.82,93.86,56.5,1535.4
B0840,Line A,2712,1580.77,550.77,229.52,288.07,112.35,107.19,711.35,1476.06,41.31,46.09,123.58,37.52,2435.92,604.64,1328.46,98.87,41.48,2152.28
B0841,Line B,2852,1421.63,325.34,333.07,282.37,107.98,73.25,639.73,871.91,59.95,45.18,118.78,25.64,1761.19,543.77,784.72,95.02,40.66,1549.76
B0842,Line A,4068,2401.87,642.85,178.57,636.1,191.73,319.55,1080.84,1722.84,32.14,101.78,210.9,111.84,3260.34,918.72,1550.55,168.72,91.6,2873.57
B0843,Line C,2155,1362.47,184.16,103.1,243.15,51.69,80.11,613.11,493.55,18.56,38.9,56.86,28.04,1249.02,521.14,444.19,45.49,35.01,1092.43
B0844,Line B,2079,1300.13,360.41,90.49,301.41,79.52,94.45,585.06,965.9,16.29,48.23,87.47,33.06,1736.0,497.3,869.31,69.98,43.4,1529.34
B0845,Line C,2703,1351.02,338.48,148.18,176.61,38.94,159.45,607.96,907.13,26.67,28.26,42.83,55.81,1668.66,516.77,816.41,34.27,25.43,1475.36
B0846,Line B,1890,787.65,388.79,157.44,212.84,57.99,40.6,354.44,1041.96,28.34,34.05,63.79,14.21,1536.79,301.28,937.76,51.03,30.65,1363.27
B0847,Line C,2242,1170.8,458.12,205.47,326.16,106.51,153.84,526.86,1227.76,36.98,52.19,117.16,53.84,2014.8,447.83,1104.99,93.73,46.97,1784.34
B0848,Line A,2425,987.07,304.44,105.84,276.79,108.32,126.57,444.18,815.9,19.05,44.29,119.15,44.3,1486.87,377.55,734.31,95.32,39.86,1310.39
B0849,Line A,1119,790.06,230.66,129.44,144.33,66.62,41.06,355.53,618.17,23.3,23.09,73.28,14.37,1107.74,302.2,556.35,58.63,20.78,975.63
B0850,Line A,1774,866.33,389.33,190.48,161.3,42.39,42.04,389.85,1043.4,34.29,25.81,46.63,14.71,1554.69,331.37,939.06,37.3,23.23,1379.96
B0851,Line B,1456,599.56,284.73,92.79,87.61,50.83,43.32,269.8,763.08,16.7,14.02,55.91,15.16,1134.67,229.33,686.77,44.73,12.62,1005.31
B0852,Line A,2439,878.48,483.61,112.62,244.8,64.58,179.76,395.32,1296.07,20.27,39.17,71.04,62.92,1884.78,336.02,1166.47,56.83,35.25,1677.76
B0853,Line B,4453,2708.89,511.48,238.64,415.88,142.63,272.35,1219.0,1370.77,42.96,66.54,156.89,95.32,2951.48,1036.15,1233.69,125.51,59.89,2593.52
B0854,Line A,2881,1742.32,463.09,144.5,418.83,152.25,100.82,784.04,1241.08,26.01,67.01,167.48,35.29,2320.91,666.44,1116.97,133.98,60.31,2039.0
B0855,Line A,1468,713.8,131.26,73.2,112.8,64.9,35.14,321.21,351.78,13.18,18.05,71.39,12.3,787.9,273.03,316.6,57.11,16.24,688.46
B0856,Line B,1816,687.69,169.41,147.98,283.91,98.29,111.57,309.46,454.02,26.64,45.43,108.12,39.05,982.71,263.04,408.62,86.5,40.88,864.73
B0857,Line B,1543,792.87,339.22,92.07,239.77,31.13,83.85,356.79,909.11,16.57,38.36,34.24,29.35,1384.43,303.27,818.2,27.39,34.53,1229.31
B0858,Line A,781,370.57,98.19,53.62,60.32,41.91,34.58,166.76,263.15,9.65,9.65,46.1,12.1,507.41,141.74,236.83,36.88,8.69,445.89
B0859,Line B,3344,2076.12,617.79,398.47,295.23,43.43,139.84,934.25,1655.68,71.72,47.24,47.77,48.94,2805.61,794.12,1490.11,38.22,42.51,2485.62
B0860,Line A,1558,922.82,300.59,147.61,231.38,84.8,51.43,415.27,805.58,26.57,37.02,93.28,18.0,1395.72,352.98,725.02,74.62,33.32,1230.51
B0861,Line B,4793,2376.55,959.19,555.6,749.28,126.79,288.43,1069.45,2570.63,100.01,119.88,139.47,100.95,4100.39,909.03,2313.57,111.58,107.9,3643.04
B0862,Line C,3032,1325.46,666.03,155.86,299.5,78.01,237.22,596.46,1784.96,28.05,47.92,85.81,83.03,2626.23,506.99,1606.46,68.65,43.13,2336.31
B0863,Line C,4328,3225.29,492.57,305.43,369.22,154.1,132.19,1451.38,1320.09,54.98,59.08,169.51,46.27,3101.3,1233.67,1188.08,135.61,53.17,2711.78
B0864,Line C,1508,801.65,129.16,127.24,162.67,86.01,84.19,360.74,346.15,22.9,26.03,94.61,29.47,879.9,306.63,311.53,75.69,23.42,769.64
B0865,Line C,1729,1081.16,237.85,79.78,217.26,21.42,78.58,486.52,637.44,14.36,34.76,23.56,27.5,1224.15,413.54,573.69,18.85,31.29,1079.23
B0866,Line C,1535,623.55,150.75,61.91,122.93,42.38,71.84,280.6,404.01,11.14,19.67,46.62,25.14,787.18,238.51,363.61,37.29,17.7,693.39
B0867,Line A,775,421.78,64.43,72.57,101.53,40.94,27.32,189.8,172.67,13.06,16.24,45.03,9.56,446.38,161.33,155.41,36.03,14.62,390.01
B0868,Line C,3240,1169.69,422.69,295.96,180.41,96.56,225.21,526.36,1132.81,53.27,28.87,106.22,78.82,1926.35,447.41,1019.53,84.97,25.98,1709.98
B0869,Line C,2789,1540.04,529.14,203.22,154.57,55.66,136.98,693.02,1418.1,36.58,24.73,61.23,47.94,2281.59,589.07,1276.29,48.98,22.26,2021.12
B0870,Line C,1739,1279.22,276.96,137.68,160.84,54.33,91.48,575.65,742.25,24.78,25.73,59.76,32.02,1460.2,489.3,668.03,47.81,23.16,1285.1
B0871,Line C,625,314.8,77.37,45.77,55.55,18.3,23.93,141.66,207.35,8.24,8.89,20.13,8.38,394.64,120.41,186.62,16.1,8.0,347.75
B0872,Line B,4565,1668.96,783.39,191.37,386.75,254.59,141.1,751.03,2099.49,34.45,61.88,280.05,49.38,3276.28,638.38,1889.54,224.04,55.69,2891.48
B0873,Line A,4812,1743.78,541.27,321.58,500.51,231.44,121.04,784.7,1450.6,57.88,80.08,254.58,42.36,2670.22,667.0,1305.54,203.67,72.07,2348.52
B0874,Line C,4368,2206.69,358.23,236.6,372.51,154.0,274.52,993.01,960.06,42.59,59.6,169.4,96.08,2320.74,844.06,864.05,135.52,53.64,2035.94
B0875,Line C,1708,707.13,319.41,81.77,121.52,101.49,54.27,318.21,856.02,14.72,19.44,111.64,18.99,1339.02,270.48,770.42,89.31,17.5,1181.42
B0876,Line C,3749,1347.17,627.3,436.9,315.07,124.71,230.21,606.23,1681.16,78.64,50.41,137.18,80.57,2634.2,515.29,1513.05,109.74,45.37,2342.66
B0877,Line A,1418,925.22,264.77,124.71,222.97,18.31,61.57,416.35,709.58,22.45,35.68,20.14,21.55,1225.75,353.9,638.63,16.11,32.11,1084.75
B0878,Line B,4423,2359.27,377.95,434.75,421.17,102.23,198.8,1061.67,1012.91,78.26,67.39,112.45,69.58,2402.25,902.42,911.62,89.96,60.65,2112.49
B0879,Line A,4903,2283.32,966.86,319.82,485.0,155.93,236.08,1027.49,2591.18,57.57,77.6,171.52,82.63,4008.0,873.37,2332.07,137.22,69.84,3552.7
B0880,Line B,2469,1753.07,411.67,176.41,280.03,44.06,103.85,788.88,1103.28,31.75,44.8,48.47,36.35,2053.53,670.55,992.95,38.77,40.32,1810.69
B0881,Line C,3293,1305.53,523.18,194.14,520.85,188.95,85.74,587.49,1402.12,34.95,83.34,207.84,30.01,2345.75,499.37,1261.91,166.28,75.0,2067.52
B0882,Line C,1391,1018.72,232.92,66.43,106.52,67.24,53.66,458.42,624.23,11.96,17.04,73.96,18.78,1204.4,389.66,561.8,59.17,15.34,1056.71
B0883,Line A,4970,2363.67,999.07,269.98,620.96,116.37,297.33,1063.65,2677.51,48.6,99.35,128.01,104.07,4121.18,904.1,2409.76,102.41,89.42,3658.36
B0884,Line A,2533,1786.68,410.78,262.93,326.14,100.16,151.85,804.01,1100.89,47.33,52.18,110.18,53.15,2167.73,683.41,990.8,88.14,46.96,1909.79
B0885,Line B,1864,1101.95,300.72,175.6,217.73,85.88,69.29,495.88,805.93,31.61,34.84,94.47,24.25,1486.97,421.5,725.34,75.57,31.35,1309.62
B0886,Line B,628,427.47,137.34,52.6,37.52,35.84,29.9,192.36,368.07,9.47,6.0,39.42,10.46,625.79,163.51,331.26,31.54,5.4,551.64
B0887,Line A,1514,1125.82,281.52,118.1,188.43,81.88,47.85,506.62,754.47,21.26,30.15,90.07,16.75,1419.31,430.63,679.03,72.05,27.13,1246.85
B0888,Line B,2299,1069.87,326.28,261.61,131.16,82.21,75.0,481.44,874.43,47.09,20.99,90.43,26.25,1540.63,409.23,786.99,72.34,18.89,1360.79
B0889,Line A,2018,1482.13,361.29,92.46,233.23,98.34,43.15,666.96,968.26,16.64,37.32,108.17,15.1,1812.45,566.91,871.43,86.54,33.59,1590.21
B0890,Line B,4681,2367.62,629.56,292.32,614.87,178.38,345.48,1065.43,1687.22,52.62,98.38,196.22,120.92,3220.78,905.61,1518.5,156.97,88.54,2843.16
B0891,Line A,1698,856.14,190.25,115.46,124.3,63.9,55.43,385.26,509.87,20.78,19.89,70.29,19.4,1025.49,327.47,458.88,56.23,17.9,900.66
B0892,Line A,4373,2125.96,715.24,448.64,623.5,68.82,147.16,956.68,1916.84,80.76,99.76,75.7,51.51,3181.25,813.18,1725.16,60.56,89.78,2820.95
B0893,Line A,2974,1684.96,624.38,355.1,158.63,48.5,109.37,758.23,1673.34,63.92,25.38,53.35,38.28,2612.5,644.5,1506.0,42.68,22.84,2318.22
B0894,Line B,3985,1640.46,837.17,236.13,569.14,145.36,110.16,738.21,2243.62,42.5,91.06,159.9,38.56,3313.84,627.48,2019.25,127.92,81.96,2937.67
B0895,Line B,4549,2599.68,581.67,500.14,457.79,106.64,265.46,1169.86,1558.88,90.03,73.25,117.3,92.91,3102.22,994.38,1402.99,93.84,65.92,2740.07
B0896,Line B,4219,2390.83,649.2,449.11,311.93,46.63,103.4,1075.87,1739.86,80.84,49.91,51.29,36.19,3033.96,914.49,1565.87,41.03,44.92,2683.34
B0897,Line A,802,525.12,87.92,46.49,51.9,37.01,22.5,236.3,235.63,8.37,8.3,40.71,7.87,537.19,200.86,212.06,32.57,7.47,469.2
B0898,Line B,4452,3042.76,976.72,320.31,689.45,51.75,261.27,1369.24,2617.61,57.66,110.31,56.92,91.44,4303.19,1163.86,2355.85,45.54,99.28,3813.63
B0899,Line B,1486,781.9,322.99,108.14,86.18,59.09,60.0,351.86,865.61,19.47,13.79,65.0,21.0,1336.72,299.08,779.05,52.0,12.41,1183.01
B0900,Line A,2363,1112.82,403.91,279.44,169.9,87.34,147.63,500.77,1082.48,50.3,27.18,96.07,51.67,1808.48,425.65,974.23,76.86,24.47,1603.18
B0901,Line C,4940,2241.45,951.53,269.09,436.01,288.7,264.02,1008.65,2550.1,48.44,69.76,317.57,92.41,4086.93,857.35,2295.09,254.06,62.79,3610.14
B0902,Line A,3572,1528.28,643.37,371.25,422.3,122.2,126.31,687.73,1724.23,66.82,67.57,134.42,44.21,2724.98,584.57,1551.81,107.54,60.81,2415.76
B0903,Line B,3624,1351.97,590.86,241.85,398.38,47.76,214.0,608.39,1583.5,43.53,63.74,52.54,74.9,2426.6,517.13,1425.15,42.03,57.37,2160.11
B0904,Line A,1827,889.71,159.81,179.9,116.6,68.67,49.29,400.37,428.29,32.38,18.66,75.54,17.25,972.49,340.31,385.46,60.43,16.79,852.62
B0905,Line C,2908,1332.15,417.78,214.03,238.08,151.38,151.75,599.47,1119.65,38.53,38.09,166.52,53.11,2015.37,509.55,1007.69,133.21,34.28,1776.37
B0906,Line A,4173,3073.69,728.06,360.0,318.24,249.72,192.91,1383.16,1951.2,64.8,50.92,274.69,67.52,3792.29,1175.69,1756.08,219.75,45.83,3329.67
B0907,Line B,3791,2172.56,662.87,404.15,278.6,119.48,136.75,977.65,1776.49,72.75,44.58,131.43,47.86,3050.76,831.0,1598.84,105.14,40.12,2695.71
B0908,Line C,4533,2216.23,599.43,472.94,431.66,117.93,254.94,997.3,1606.47,85.13,69.07,129.72,89.23,2976.92,847.71,1445.83,103.78,62.16,2633.84
B0909,Line B,1203,700.37,254.84,131.5,153.31,66.57,86.95,315.17,682.97,23.67,24.53,73.23,30.43,1150.0,267.89,614.67,58.58,22.08,1017.32
B0910,Line C,1074,435.7,111.08,48.08,79.39,21.01,85.85,196.06,297.69,8.65,12.7,23.11,30.05,568.27,166.66,267.92,18.49,11.43,503.2
B0911,Line C,3732,1969.07,559.99,355.9,337.13,152.16,210.73,886.08,1500.77,64.06,53.94,167.38,73.76,2745.99,753.17,1350.7,133.9,48.55,2424.14
B0912,Line A,3132,1880.75,553.5,160.36,291.28,94.85,138.69,846.34,1483.38,28.86,46.6,104.34,48.54,2558.06,719.39,1335.04,83.47,41.94,2257.24
B0913,Line A,4328,2361.18,768.65,317.09,681.27,52.17,145.04,1062.53,2059.98,57.08,109.0,57.39,50.76,3396.74,903.15,1853.98,45.91,98.1,3008.98
B0914,Line B,3730,1904.95,637.12,312.9,578.2,102.07,132.14,857.23,1707.48,56.32,92.51,112.28,46.25,2872.07,728.64,1536.73,89.82,83.26,2541.02
B0915,Line A,988,738.57,117.12,71.35,136.36,22.98,48.18,332.36,313.88,12.84,21.82,25.28,16.86,723.04,282.5,282.49,20.22,19.64,634.55
B0916,Line A,1847,1296.83,188.15,150.66,141.45,81.83,77.64,583.57,504.24,27.12,22.63,90.01,27.17,1254.75,496.04,453.82,72.01,20.37,1096.53
B0917,Line C,4181,2505.93,706.72,500.56,240.34,240.15,312.86,1127.67,1894.01,90.1,38.45,264.17,109.5,3523.9,958.52,1704.61,211.33,34.61,3108.67
B0918,Line A,3673,2122.08,602.01,186.65,311.69,85.96,154.62,954.94,1613.39,33.6,49.87,94.56,54.12,2800.46,811.7,1452.05,75.64,44.88,2471.99
B0919,Line C,2167,1296.44,227.77,203.78,171.95,109.59,91.9,583.4,610.42,36.68,27.51,120.55,32.16,1410.73,495.89,549.38,96.44,24.76,1235.31
B0920,Line C,2137,920.03,381.92,153.18,225.78,27.29,91.92,414.01,1023.55,27.57,36.12,30.02,32.17,1563.45,351.91,921.19,24.02,32.51,1389.37
B0921,Line C,4614,2344.17,663.14,233.66,625.43,170.28,323.89,1054.88,1777.22,42.06,100.07,187.31,113.36,3274.89,896.65,1599.49,149.85,90.06,2891.47
B0922,Line B,4053,1482.52,703.14,213.59,585.32,54.83,239.32,667.13,1884.42,38.45,93.65,60.31,83.76,2827.72,567.06,1695.97,48.25,84.29,2517.78
B0923,Line B,1500,810.33,295.85,173.91,214.4,85.05,85.28,364.65,792.88,31.3,34.3,93.56,29.85,1346.54,309.95,713.59,74.84,30.87,1190.4
B0924,Line B,1350,765.73,140.08,149.0,120.91,65.23,54.07,344.58,375.41,26.82,19.35,71.75,18.92,856.84,292.89,337.87,57.4,17.41,751.31
B0925,Line C,1888,832.8,156.1,212.52,237.12,80.99,130.41,374.76,418.35,38.25,37.94,89.09,45.64,1004.03,318.55,376.51,71.27,34.15,884.37
B0926,Line B,4212,3098.4,796.38,502.59,355.54,215.63,93.94,1394.28,2134.3,90.47,56.89,237.19,32.88,3946.0,1185.14,1920.87,189.75,51.2,3470.31
B0927,Line B,1867,1332.63,308.72,105.79,105.86,79.12,134.89,599.68,827.37,19.04,16.94,87.03,47.21,1597.28,509.73,744.63,69.63,15.24,1405.48
B0928,Line A,1321,843.93,235.07,90.4,167.99,77.21,67.06,379.77,629.99,16.27,26.88,84.93,23.47,1161.31,322.8,566.99,67.94,24.19,1021.66
B0929,Line B,954,537.44,188.26,89.23,48.73,43.6,41.88,241.85,504.54,16.06,7.8,47.96,14.66,832.86,205.57,454.08,38.37,7.02,735.76
B0930,Line B,2124,1482.53,408.64,167.17,201.8,119.44,105.84,667.14,1095.16,30.09,32.29,131.38,37.04,1993.1,567.07,985.64,105.11,29.06,1754.01
B0931,Line C,3272,1316.2,701.94,240.4,282.15,117.32,196.47,592.29,1881.2,43.27,45.14,129.05,68.76,2759.72,503.45,1693.08,103.24,40.63,2452.43
B0932,Line C,4226,2815.38,655.16,290.01,533.62,67.0,87.76,1266.92,1755.83,52.2,85.38,73.7,30.72,3264.75,1076.88,1580.25,58.96,76.84,2875.85
B0933,Line C,3647,1458.54,541.18,319.12,489.74,132.78,263.65,656.34,1450.36,57.44,78.36,146.06,92.28,2480.84,557.89,1305.33,116.85,70.52,2200.31
B0934,Line C,4589,3064.0,625.32,394.87,382.95,75.0,214.79,1378.8,1675.86,71.08,61.27,82.5,75.18,3344.68,1171.98,1508.27,66.0,55.14,2947.65
B0935,Line C,2690,1238.23,273.08,142.35,374.66,106.59,109.15,557.2,731.85,25.62,59.95,117.25,38.2,1530.08,473.62,658.67,93.8,53.95,1343.86
B0936,Line C,1416,992.38,226.79,110.08,116.58,48.32,40.07,446.57,607.8,19.81,18.65,53.15,14.02,1160.01,379.59,547.02,42.52,16.79,1019.75
B0937,Line B,4486,3264.09,532.85,378.07,444.54,184.5,208.01,1468.84,1428.04,68.05,71.13,202.95,72.8,3311.81,1248.51,1285.23,162.36,64.01,2900.96
B0938,Line C,3375,1382.12,705.32,288.98,438.66,35.45,168.01,621.95,1890.26,52.02,70.19,39.0,58.8,2732.21,528.66,1701.23,31.2,63.17,2435.08
B0939,Line C,1940,1038.04,313.59,110.21,244.87,38.3,85.78,467.12,840.42,19.84,39.18,42.13,30.02,1438.71,397.05,756.38,33.7,35.26,1272.25
B0940,Line A,4900,3637.74,798.69,486.97,777.19,169.38,297.53,1636.98,2140.49,87.65,124.35,186.32,104.14,4279.93,1391.44,1926.44,149.05,111.92,3770.64
B0941,Line B,1235,671.05,160.17,51.89,92.34,71.04,55.89,301.97,429.26,9.34,14.77,78.14,19.56,853.05,256.68,386.33,62.52,13.3,747.73
B0942,Line B,4068,2828.96,355.05,278.2,499.77,118.71,316.02,1273.03,951.53,50.08,79.96,130.58,110.61,2595.79,1082.08,856.38,104.46,71.97,2275.58
B0943,Line B,3838,2247.12,324.1,393.08,449.3,119.82,214.76,1011.2,868.59,70.75,71.89,131.8,75.17,2229.4,859.52,781.73,105.44,64.7,1957.31
B0944,Line C,3515,1757.96,489.52,299.17,529.57,160.76,240.6,791.08,1311.91,53.85,84.73,176.84,84.21,2502.62,672.42,1180.72,141.47,76.26,2208.93
B0945,Line C,3389,1573.56,311.24,206.37,227.74,136.2,90.02,708.1,834.12,37.15,36.44,149.82,31.51,1797.14,601.89,750.71,119.86,32.79,1573.91
B0946,Line C,1461,630.11,241.0,139.67,193.87,36.45,64.05,283.55,645.88,25.14,31.02,40.1,22.42,1048.1,241.02,581.29,32.08,27.92,929.87
B0947,Line A,3489,2284.32,709.44,297.93,392.55,106.56,140.3,1027.94,1901.3,53.63,62.81,117.22,49.1,3212.0,873.75,1711.17,93.77,56.53,2837.95
B0948,Line C,4348,2194.07,885.29,450.89,348.77,90.81,235.53,987.33,2372.58,81.16,55.8,99.89,82.44,3679.2,839.23,2135.32,79.91,50.22,3268.28
B0949,Line A,1526,846.18,262.88,150.77,155.94,88.97,109.36,380.78,704.52,27.14,24.95,97.87,38.28,1273.53,323.66,634.07,78.29,22.46,1123.9
